Day,Susceptible,Infected,Recovered,Dead,Hospitalized,Daily Infected,Daily Dead
0,99991.16666666667,8.833333333333334,0.0,0.0,0.5,3.8333333333333335,0.0
1,99984.16666666667,15.833333333333334,0.0,0.0,1.1666666666666667,7.0,0.0
2,99971.75,28.25,0.0,0.0,2.5,12.416666666666666,0.0
3,99941.58333333333,58.416666666666664,0.0,0.0,6.0,30.166666666666668,0.0
4,99883.66666666667,116.33333333333333,0.0,0.0,13.333333333333334,57.916666666666664,0.0
5,99789.25,210.75,0.0,0.0,26.416666666666668,94.41666666666667,0.0
6,99591.08333333333,408.9166666666667,0.0,0.0,52.916666666666664,198.16666666666666,0.0
7,99223.58333333333,776.4166666666666,0.0,0.0,104.16666666666667,367.5,0.0
8,98583.75,1416.25,0.0,0.0,194.0,639.8333333333334,0.0
9,97580.16666666667,2419.8333333333335,0.0,0.0,335.0833333333333,1003.5833333333334,0.0
10,96199.16666666667,3800.8333333333335,0.0,0.0,532.5833333333334,1381.0,0.0
11,94356.08333333333,5643.916666666667,0.0,0.0,790.5,1843.0833333333333,0.0
12,92069.75,7930.25,0.0,0.0,1099.25,2286.3333333333335,0.0
13,89398.75,10593.5,7.666666666666667,0.08333333333333333,1467.75,2672.0833333333335,0.08333333333333333
14,86358.83333333333,13627.416666666666,13.5,0.25,1889.5833333333333,3041.0,0.16666666666666666
15,83024.75,16951.416666666668,23.416666666666668,0.4166666666666667,2351.9166666666665,3336.6666666666665,0.16666666666666666
16,79393.75,20557.0,48.166666666666664,1.0833333333333333,2848.5833333333335,3636.5833333333335,0.6666666666666666
17,75731.16666666667,24169.75,97.08333333333333,2.0,3348.5,3672.5833333333335,0.9166666666666666
18,72085.75,27733.5,176.5,4.25,3836.0,3661.9166666666665,2.25
19,68378.66666666667,31271.5,341.25,8.583333333333334,4333.416666666667,3743.9166666666665,4.333333333333333
20,64795.333333333336,34538.333333333336,650.5,15.833333333333334,4777.25,3648.1666666666665,7.25
21,61359.5,37432.083333333336,1180.3333333333333,28.083333333333332,5172.0,3559.3333333333335,12.25
22,58048.416666666664,39888.0,2016.5,47.083333333333336,5505.333333333333,3511.5833333333335,19.0
23,54933.0,41804.916666666664,3187.4166666666665,74.66666666666667,5769.333333333333,3380.8333333333335,27.583333333333332
24,52031.333333333336,43104.0,4754.5,110.16666666666667,5933.166666666667,3261.0833333333335,35.5
25,49327.75,43811.5,6704.833333333333,155.91666666666666,6037.416666666667,3152.9166666666665,45.75
26,46849.666666666664,43938.083333333336,9006.166666666666,206.08333333333334,6061.416666666667,3004.0833333333335,50.166666666666664
27,44625.916666666664,43465.916666666664,11644.666666666666,263.5,5990.0,2822.0833333333335,57.416666666666664
28,42670.25,42455.166666666664,14547.166666666666,327.4166666666667,5844.416666666667,2612.9166666666665,63.916666666666664
29,40903.5,40985.0,17711.333333333332,400.1666666666667,5646.333333333333,2505.5,72.75
30,39318.75,39271.5,20936.25,473.5,5411.166666666667,2327.25,73.33333333333333
31,37912.0,37365.333333333336,24178.583333333332,544.0833333333334,5156.666666666667,2142.1666666666665,70.58333333333333
32,36670.916666666664,35216.0,27493.75,619.3333333333334,4846.333333333333,1990.3333333333333,75.25
33,35587.75,32989.166666666664,30730.083333333332,693.0,4545.916666666667,1815.3333333333333,73.66666666666667
34,34664.916666666664,30703.916666666668,33864.416666666664,766.75,4233.916666666667,1645.0,73.75
35,33852.25,28365.666666666668,36943.666666666664,838.4166666666666,3912.0,1504.5833333333333,71.66666666666667
36,33130.333333333336,26059.583333333332,39900.5,909.5833333333334,3583.75,1382.5833333333333,71.16666666666667
37,32566.916666666668,23763.833333333332,42696.083333333336,973.1666666666666,3280.25,1216.6666666666667,63.583333333333336
38,32116.583333333332,21493.25,45356.25,1033.9166666666667,2969.75,1048.5833333333333,60.75
39,31741.583333333332,19327.0,47839.75,1091.6666666666667,2664.6666666666665,936.5833333333334,57.75
40,31416.75,17311.333333333332,50129.916666666664,1142.0,2393.25,846.9166666666666,50.333333333333336
41,31148.083333333332,15466.166666666666,52200.583333333336,1185.1666666666667,2140.1666666666665,743.5833333333334,43.166666666666664
42,30932.75,13716.5,54122.166666666664,1228.5833333333333,1893.8333333333333,660.0,43.416666666666664
43,30763.833333333332,12108.916666666666,55859.583333333336,1267.6666666666667,1670.0833333333333,574.75,39.083333333333336
44,30624.416666666668,10661.75,57407.833333333336,1306.0,1464.5833333333333,500.4166666666667,38.333333333333336
45,30518.0,9333.166666666666,58811.75,1337.0833333333333,1286.0833333333333,422.75,31.083333333333332
46,30417.583333333332,8142.666666666667,60074.833333333336,1364.9166666666667,1122.0,371.3333333333333,27.833333333333332
47,30346.416666666668,7088.0,61172.583333333336,1393.0,976.6666666666666,326.5833333333333,28.083333333333332
48,30290.166666666668,6129.666666666667,62165.666666666664,1414.5,847.0,280.4166666666667,21.5
49,30240.5,5278.416666666667,63046.5,1434.5833333333333,732.75,249.25,20.083333333333332
50,30210.916666666668,4546.833333333333,63788.25,1454.0,630.5,201.25,19.416666666666668
51,30183.416666666668,3921.5833333333335,64427.0,1468.0,541.5833333333334,174.16666666666666,14.0
52,30158.583333333332,3374.6666666666665,64986.5,1480.25,465.9166666666667,151.75,12.25
53,30140.916666666668,2894.9166666666665,65472.416666666664,1491.75,396.1666666666667,127.91666666666667,11.5
54,30134.5,2471.25,65893.16666666667,1501.0833333333333,338.5,102.75,9.333333333333334
55,30126.25,2109.8333333333335,66255.83333333333,1508.0833333333333,291.25,95.91666666666667,7.0
56,30120.416666666668,1802.25,66562.75,1514.5833333333333,248.66666666666666,78.0,6.5
57,30115.166666666668,1533.1666666666667,66831.5,1520.1666666666667,213.25,65.5,5.583333333333333
58,30110.583333333332,1305.0833333333333,67059.08333333333,1525.25,182.08333333333334,56.0,5.083333333333333
59,30109.5,1112.5833333333333,67248.75,1529.1666666666667,154.66666666666666,45.666666666666664,3.9166666666666665
