Day,Susceptible,Infected,Recovered,Dead,Hospitalized,Daily Infected,Daily Dead
0,0.19299604852813632,0.19299604852813634,0.0,0.0,0.0,0.19299604852813634,0.0
1,1.264312005987782,1.264312005987782,0.0,0.0,0.19462473604038075,1.2275766552213532,0.0
2,2.6327147336327323,2.6327147336327323,0.0,0.0,0.497468338163091,1.729680007773961,0.0
3,6.45418977537581,6.45418977537581,0.0,0.0,0.9031370691409837,4.551265225353841,0.0
4,18.289531006683703,18.2895310066837,0.0,0.0,2.925419766132855,12.30799506110733,0.0
5,40.81396417547764,40.81396417547764,0.0,0.0,6.294538277047183,22.717801056627042,0.0
6,80.01061719319732,80.01061719319732,0.0,0.0,11.26032074287066,39.28139225864809,0.0
7,155.50233645001654,155.50233645001654,0.0,0.0,20.946902569896277,75.57911100431137,0.0
8,284.1145057877016,284.1145057877016,0.0,0.0,39.46082317510072,128.76146609725734,0.0
9,471.3734197892774,471.3734197892774,0.0,0.0,65.95950701496007,189.4459025685169,0.0
10,722.7949168283693,722.7949168283694,0.0,0.0,100.05726580011039,257.17517022803383,0.0
11,1028.8697200733623,1028.869720073362,0.0,0.0,139.5441238461871,313.91270580957195,0.0
12,1380.4825700683896,1380.4825700683896,0.0,0.0,190.60848040690715,360.8881956683084,0.0
13,1744.4492030712618,1744.3906310259497,0.3370999312316211,0.0,239.15124937109903,374.29364788690293,0.0
14,2093.9236457467046,2093.450542432544,0.9544552626943018,0.08333333333333333,286.91420778041413,368.9510896659022,0.08333333333333333
15,2418.4081442180523,2416.667692136669,2.109981090441382,0.08333333333333333,332.9041887144654,347.1337180134165,0.0
16,2689.506374388949,2684.0698926746722,5.54845505842424,0.22890825651118377,369.68687268874436,301.6218491737459,0.23028309323591914
17,2896.5213448003174,2882.834557927985,15.046392903082765,0.46261771638703114,395.958665166204,232.75123278650184,0.25623537159526916
18,3041.3715643479413,3013.084388495777,32.352423292997585,1.2580548558000246,412.31446623379173,172.3538668823329,0.8468599159080072
19,3123.862084844058,3068.427404097606,65.34710642547088,1.9166666666666665,420.25594879787246,126.95906243885678,0.7881701093115123
20,3149.9106243333126,3044.145454367857,127.55756028894835,3.3697817871383444,414.9098539064683,81.13045984802203,1.5398740601789878
21,3116.6507295816805,2925.5189390089413,233.05515208667111,5.68068675603593,396.5316193272141,61.43256136577406,2.3595657450154905
22,3034.9816854155947,2709.657974777957,392.7035276211058,9.605967999744806,365.6519810039613,75.466675199432,3.9551622066368
23,2898.859398103804,2391.052462971446,602.1366013974107,14.552651707409607,322.4518394468022,104.30436656170436,5.103969538555756
24,2733.8115717064265,1998.7323083088888,861.3548271517237,20.05692655992695,268.4290672438702,114.33356524404434,6.310715194225316
25,2543.155733204975,1560.6130513229716,1164.2262904733311,27.29694316330321,205.05717821715933,129.9318853216266,7.57100229544119
26,2320.4641972909412,1118.1928701361105,1480.0237047651187,34.83020683373569,144.4576127933014,153.22054481542403,7.636964863296958
27,2101.9213498870768,773.4088635398616,1789.6229646015647,41.586794657667355,98.88671650944936,150.6125937931185,7.6011695006609195
28,1876.972003391407,705.248838526108,2079.016479515244,48.12664138615027,98.81608516263276,157.64692321447288,7.059093998581411
29,1661.4269946222728,914.9459921550595,2324.4397504364556,53.70972181245885,131.4047140084265,155.57374059469763,6.3744676941559915
30,1469.2803708213107,1212.4809141474009,2512.536291008821,57.84885391250114,173.05750744720206,144.12286731757175,5.043935752841017
31,1285.284469161075,1496.7620428795792,2651.2964119730964,60.983744108201044,211.0403208997147,153.41848755359416,4.999179225562226
32,1112.06575539317,1728.2435737993612,2734.7754944511453,62.695794326753905,244.0042988423265,148.4045177339234,2.44471704173334
33,967.37565040159,1902.6619948552784,2777.3897476958577,63.333333333333336,262.10019577684903,136.00996138503825,1.5423319612806703
34,832.8741886632183,2020.704823155335,2769.894944767853,62.688443186052325,278.0272450496516,134.91486981040896,2.197909934644293
35,715.7179432167565,2083.606740090002,2724.3835411507184,61.736666863004,287.2524098588156,128.26832277013145,2.7036964969231936
36,610.3352960554643,2096.7158079465444,2637.7520201294456,61.28783618008033,289.4058132579143,122.9486527462632,3.3919095661663072
37,518.3641932740792,2070.689145032044,2524.3165121544,59.135032089295606,283.8409668184712,112.71646682689888,3.3720291825666053
38,439.756724384533,2009.0471174354668,2390.2251235844174,55.75852066063649,275.6678392118994,104.61587988079212,3.7965960298853783
39,382.9716310668719,1902.7510670358488,2231.843928959264,52.48469594158672,260.87095768915435,92.51552899951774,3.79418414594407
40,332.70283078313463,1789.279039815543,2072.0730145560788,49.29026580401351,247.77492637757788,91.13546845828527,4.134955082628291
41,285.685128111777,1658.66284281537,1898.1134990904238,45.960347424204,228.719970982559,84.9129530516964,3.687269938038114
42,246.65690372776044,1522.1288595751398,1726.0058171420167,42.77338541663496,208.36931204479274,76.54834413557873,3.7788452888642743
43,215.7445222100352,1390.4830229986537,1567.528135772814,38.84749871697864,188.99452854033055,66.35502919138759,4.44551754721835
44,191.3649189296975,1254.8325696194606,1410.7588079262218,35.78304258113941,171.9836786800516,60.97169300982915,3.323090322716085
45,173.36596429448767,1118.0487882033729,1259.5655343122378,32.52132167726834,152.8037957643723,50.70624326511092,3.865396212393741
46,149.53997430166095,1000.4978823697043,1120.1870300638338,30.075441758512827,140.54706201630165,54.80783693869874,3.099670070419519
47,130.82080378143306,889.2226953322432,992.8734657878902,27.23887735193834,124.68743496998381,50.73765834907514,3.5505014583943786
48,112.0171005163087,791.8656859090449,879.3020601619505,24.25303271674691,108.74909438842711,46.07966175301993,3.9340362751430518
