Day,Susceptible,Infected,Recovered,Dead,Hospitalized,Daily Infected,Daily Dead
0,99994.0,6.0,0.0,0.0,0.08333333333333333,1.0,0.0
1,99990.25,9.75,0.0,0.0,0.5833333333333334,3.75,0.0
2,99983.0,17.0,0.0,0.0,1.75,7.25,0.0
3,99965.91666666667,34.083333333333336,0.0,0.0,4.833333333333333,17.083333333333332,0.0
4,99937.33333333333,62.666666666666664,0.0,0.0,8.416666666666666,28.583333333333332,0.0
5,99886.08333333333,113.91666666666667,0.0,0.0,16.0,51.25,0.0
6,99783.33333333333,216.66666666666666,0.0,0.0,31.25,102.75,0.0
7,99595.0,405.0,0.0,0.0,57.5,188.33333333333334,0.0
8,99256.66666666667,743.3333333333334,0.0,0.0,105.75,338.3333333333333,0.0
9,98707.58333333333,1292.4166666666667,0.0,0.0,180.16666666666666,549.0833333333334,0.0
10,97883.5,2116.5,0.0,0.0,294.8333333333333,824.0833333333334,0.0
11,96708.41666666667,3291.5833333333335,0.0,0.0,459.5833333333333,1175.0833333333333,0.0
12,95092.5,4907.5,0.0,0.0,686.25,1615.9166666666667,0.0
13,93080.91666666667,6914.583333333333,4.5,0.0,960.4166666666666,2013.0833333333333,0.0
14,90552.91666666667,9439.166666666666,7.833333333333333,0.08333333333333333,1304.0,2528.4166666666665,0.08333333333333333
15,87641.66666666667,12344.5,13.5,0.3333333333333333,1707.5,2912.9166666666665,0.25
16,84256.16666666667,15716.083333333334,27.0,0.75,2185.5,3389.25,0.4166666666666667
17,82080.25,17868.666666666668,49.916666666666664,1.1666666666666667,2483.0833333333335,2181.8333333333335,0.4166666666666667
18,79646.66666666667,20258.583333333332,92.83333333333333,1.9166666666666667,2810.8333333333335,2442.5833333333335,0.75
19,77055.0,22765.5,175.5,4.0,3151.0833333333335,2611.6666666666665,2.0833333333333335
20,74315.66666666667,25346.75,329.8333333333333,7.75,3513.5833333333335,2774.4166666666665,3.75
21,71525.58333333333,27854.583333333332,605.4166666666666,14.416666666666666,3863.4166666666665,2853.5833333333335,6.666666666666667
22,68704.0,30218.0,1053.3333333333333,24.666666666666668,4193.5,2927.6666666666665,10.25
23,65943.16666666667,32275.25,1741.1666666666667,40.416666666666664,4482.166666666667,2912.1666666666665,15.75
24,63258.666666666664,33961.333333333336,2718.8333333333335,61.166666666666664,4724.25,2903.4166666666665,20.75
25,60691.75,35158.75,4055.5,94.0,4885.916666666667,2875.1666666666665,32.833333333333336
26,58282.0,35853.75,5732.75,131.5,4988.5,2797.25,37.5
27,56037.583333333336,35925.916666666664,7856.666666666667,179.83333333333334,5005.833333333333,2713.25,48.333333333333336
28,54041.75,35424.5,10296.833333333334,236.91666666666666,4943.166666666667,2555.8333333333335,57.083333333333336
29,52242.5,34298.666666666664,13150.75,308.0833333333333,4775.333333333333,2439.0,71.16666666666667
30,50409.916666666664,34193.583333333336,15046.5,350.0,4761.5,2278.1666666666665,41.916666666666664
31,48744.833333333336,33678.916666666664,17179.0,397.25,4701.75,2147.5833333333335,47.25
32,47230.083333333336,32870.5,19452.833333333332,446.5833333333333,4589.5,2027.5833333333333,49.333333333333336
33,45906.916666666664,31736.666666666668,21855.166666666668,501.25,4423.416666666667,1867.9166666666667,54.666666666666664
34,44728.416666666664,30383.416666666668,24331.833333333332,556.3333333333334,4231.833333333333,1736.1666666666667,55.083333333333336
35,43710.75,28820.0,26851.833333333332,617.4166666666666,4013.3333333333335,1593.1666666666667,61.083333333333336
36,42811.666666666664,27165.25,29349.416666666668,673.6666666666666,3776.6666666666665,1472.0833333333333,56.25
37,42042.5,25394.25,31827.833333333332,735.4166666666666,3523.5833333333335,1326.5833333333333,61.75
38,41385.5,23542.25,34282.416666666664,789.8333333333334,3269.1666666666665,1206.5,54.416666666666664
